amount,txn_hour,payment_mode,receiver_type,is_new_receiver,avg_amount_7d,avg_amount_30d,max_amount_7d,txn_count_1h,txn_count_24h,days_since_last_txn,night_txn_ratio,location_mismatch,is_night,is_round_amount,velocity_check,deviation_from_sender_avg,exceeds_recent_max,is_fraud
56.98,8,1,0,0,149.5,145.21,448.26,0,3,0,0.23,0,0,0,0,0.39,0,0.0
1378.04,22,0,0,0,2471.04,2647.83,3756.16,0,4,1,0.15,0,0,0,0,0.52,0,0.0
197.08,13,0,2,1,113.33,111.83,147.13,0,1,0,0.23,0,0,0,0,1.76,1,0.0
353.57,19,2,0,0,87.17,88.1,190.57,2,1,0,0.2,0,0,0,0,4.01,1,1.0
5312.87,23,1,1,0,8246.58,8151.55,22245.89,0,1,1,0.01,0,1,0,0,0.65,0,0.0
19.34,1,0,1,1,34.03,34.11,95.56,1,1,2,0.21,0,1,0,0,0.57,0,0.0
471.39,3,0,0,0,1004.14,945.14,1567.65,0,7,9,0.1,0,1,0,0,0.5,0,0.0
50.79,3,2,1,0,33.04,36.69,84.06,1,0,2,0.05,0,1,0,0,1.38,0,0.0
470.34,4,1,0,1,2550.52,2344.98,6848.89,0,4,0,0.23,0,1,0,0,0.2,0,0.0
2778.95,7,2,0,0,2039.3,1946.82,5039.38,0,2,11,0.1,0,0,0,0,1.43,0,0.0
1246.98,1,0,1,1,1119.27,1125.46,2493.97,0,6,0,0.18,1,1,0,0,1.11,0,0.0
3688.74,0,2,0,0,7218.36,7833.86,17923.48,0,2,16,0.07,0,1,0,0,0.47,0,0.0
405.37,20,0,0,0,153.42,140.55,451.17,0,3,2,0.13,0,0,0,0,2.88,0,0.0
801.9,7,2,2,0,950.52,908.52,2779.21,1,1,1,0.12,0,0,0,0,0.88,0,0.0
269.84,2,2,1,0,360.65,382.51,896.63,0,1,9,0.2,0,1,0,0,0.71,0,0.0
557.21,18,0,2,0,490.39,458.41,784.4,1,0,2,0.17,0,0,0,0,1.22,0,0.0
185.17,15,1,0,0,265.03,287.99,394.66,1,4,3,0.32,0,0,0,0,0.64,0,0.0
199.89,12,0,2,0,384.08,361.94,690.77,0,3,15,0.23,0,0,0,0,0.55,0,0.0
762.62,17,1,1,0,696.09,655.8,2077.26,1,3,7,0.32,0,0,0,0,1.16,0,0.0
653.69,5,2,1,0,1160.72,1058.33,1823.51,1,1,5,0.55,0,1,0,0,0.62,0,0.0
82.37,9,1,0,0,55.03,57.72,160.05,1,5,3,0.17,0,0,0,0,1.43,0,0.0
614.93,2,0,2,0,544.26,509.16,1250.94,0,3,0,0.15,0,1,0,0,1.21,0,0.0
345.93,17,0,1,0,289.22,305.06,427.32,0,6,10,0.23,0,0,0,0,1.13,0,0.0
149.73,9,2,0,0,248.22,229.13,737.39,0,2,1,0.46,0,0,0,0,0.65,0,0.0
624.51,6,2,2,1,838.43,807.06,1676.1,1,4,3,0.32,0,0,0,0,0.77,0,0.0
47.34,21,1,1,0,26.19,28.09,53.73,1,4,5,0.18,0,0,0,0,1.69,0,0.0
624.16,17,1,1,0,610.32,586.92,1126.77,0,4,0,0.14,0,0,0,0,1.06,0,0.0
441.25,14,0,0,0,276.92,268.19,593.91,0,4,2,0.36,0,0,0,0,1.65,0,0.0
538.93,19,1,1,0,494.73,449.91,1075.71,0,2,4,0.41,0,0,0,0,1.2,0,0.0
399.16,13,0,2,0,376.01,415.98,634.08,0,1,2,0.29,0,0,0,0,0.96,0,0.0
216.42,20,1,0,0,182.02,165.69,325.01,0,2,3,0.06,0,0,0,1,1.31,0,0.0
194.96,2,1,1,0,113.61,116.52,166.52,0,4,3,0.27,0,1,0,0,1.67,1,0.0
191.25,8,2,0,0,286.43,270.66,787.5,2,2,4,0.07,0,0,0,0,0.71,0,0.0
367.48,23,0,0,1,285.34,307.25,411.48,1,3,19,0.32,0,1,0,0,1.2,0,0.0
160.76,11,2,0,0,80.82,87.91,177.12,2,2,0,0.48,0,0,0,0,1.83,0,0.0
3772.31,5,0,2,0,6043.19,6032.79,15754.47,0,2,4,0.53,0,1,0,0,0.63,0,0.0
2400.4,5,1,0,0,4177.24,4029.75,12143.7,1,1,7,0.11,0,1,0,0,0.6,0,0.0
362.42,9,1,0,0,181.39,178.45,240.46,0,3,0,0.48,0,0,0,0,2.03,1,0.0
144.69,23,0,1,1,207.46,193.89,620.33,0,2,4,0.26,0,1,0,0,0.75,0,0.0
2236.72,20,2,0,0,5057.62,4950.38,14934.37,0,3,1,0.14,0,0,0,0,0.45,0,0.0
1090.66,22,1,1,0,827.85,787.61,2169.97,0,5,2,0.12,0,0,0,0,1.38,0,0.0
292.12,10,2,1,0,428.42,430.53,1276.42,0,2,0,0.46,0,0,0,0,0.68,0,0.0
554.87,1,2,0,0,1050.46,966.61,1289.51,1,3,5,0.24,0,1,0,0,0.57,0,1.0
1003.78,6,2,2,0,1183.38,1306.37,2596.24,0,0,1,0.12,0,0,0,0,0.77,0,0.0
1390.06,9,2,1,1,1191.02,1226.89,1825.24,1,4,0,0.79,0,0,0,0,1.13,0,0.0
580.58,9,0,2,1,631.71,579.79,960.83,0,4,3,0.12,0,0,0,0,1.0,0,0.0
7173.43,6,2,2,0,9777.58,9398.35,28555.76,0,5,0,0.07,0,0,0,0,0.76,0,0.0
418.97,5,2,1,0,502.84,497.45,1426.92,2,3,0,0.26,0,1,0,0,0.84,0,0.0
495.06,19,2,2,0,646.6,655.42,1856.27,0,6,3,0.57,0,0,0,0,0.76,0,0.0
1184.67,15,2,1,0,3811.05,3959.0,10261.86,1,4,4,0.26,0,0,0,0,0.3,0,0.0
1493.21,8,1,2,0,3241.03,3303.73,5558.51,0,2,1,0.07,0,0,0,0,0.45,0,0.0
1308.82,21,2,0,0,2381.77,2399.98,4602.93,2,4,4,0.11,0,0,0,0,0.55,0,0.0
75.72,15,1,1,0,96.34,90.57,175.14,0,2,2,0.26,0,0,0,0,0.84,0,0.0
143.66,9,0,2,0,109.38,118.92,275.29,0,2,0,0.11,0,0,0,0,1.21,0,0.0
813.53,13,1,0,0,724.41,753.01,2025.4,0,5,7,0.69,0,0,0,0,1.08,0,0.0
791.42,8,2,1,0,705.62,690.8,1378.15,1,0,6,0.25,0,0,0,0,1.15,0,0.0
1845.11,4,1,1,0,2245.66,2225.04,2880.79,0,5,4,0.49,0,1,0,0,0.83,0,0.0
75.92,14,2,2,0,101.17,112.36,188.64,0,2,7,0.44,0,0,0,0,0.68,0,0.0
838.74,4,0,1,0,806.76,821.01,1088.26,0,0,0,0.16,0,1,0,0,1.02,0,0.0
89.87,23,1,2,0,82.82,81.0,108.57,2,10,6,0.22,0,1,0,0,1.11,0,0.0
123.35,6,2,0,0,126.3,121.78,369.79,2,2,0,0.42,0,0,0,0,1.01,0,0.0
265.86,2,2,2,0,71.75,76.05,172.87,0,2,3,0.31,0,1,0,0,3.5,1,0.0
279.79,14,1,1,1,213.87,199.27,619.9,0,1,7,0.5,0,0,0,0,1.4,0,0.0
824.93,5,2,2,0,1359.47,1460.9,1816.45,2,2,1,0.22,0,1,0,0,0.56,0,0.0
1871.79,3,1,2,0,1876.37,1917.72,5016.81,0,2,2,0.16,0,1,0,0,0.98,0,0.0
23.97,4,0,1,0,22.57,22.43,37.21,0,2,4,0.13,0,1,0,0,1.07,0,0.0
76.53,0,2,1,0,45.27,46.91,133.27,0,2,0,0.35,0,1,0,0,1.63,0,0.0
93.4,5,1,1,0,84.66,90.0,157.62,1,4,0,0.76,0,1,0,0,1.04,0,0.0
61.26,2,1,1,0,35.71,32.61,70.85,0,2,6,0.15,0,1,0,1,1.88,0,0.0
5010.49,7,0,1,0,4800.89,5075.32,10007.29,0,3,0,0.63,0,0,0,0,0.99,0,0.0
230.92,8,0,0,0,305.17,283.73,636.38,1,2,0,0.41,0,0,0,0,0.81,0,0.0
225.52,23,2,2,0,362.52,345.77,938.54,0,1,15,0.2,0,1,0,0,0.65,0,0.0
282.89,1,1,1,0,292.3,311.97,646.24,2,2,14,0.19,0,1,0,0,0.91,0,0.0
206.66,17,1,1,1,255.75,276.66,631.02,0,3,11,0.11,0,0,0,0,0.75,0,0.0
923.5,17,1,1,0,2041.14,1910.99,5748.25,0,5,0,0.17,0,0,0,0,0.48,0,0.0
651.81,21,0,1,0,508.16,488.83,1408.84,0,1,0,0.22,0,0,0,0,1.33,0,0.0
687.89,13,2,0,1,1118.93,1219.19,2235.06,2,3,7,0.34,0,0,0,0,0.56,0,0.0
137.19,16,1,2,0,103.18,96.81,134.95,0,1,9,0.08,0,0,0,0,1.42,1,0.0
310.86,17,1,1,0,275.12,254.66,749.76,0,4,12,0.32,0,0,0,1,1.22,0,1.0
1349.5,20,1,1,1,4387.85,4496.75,8263.79,1,2,0,0.21,0,0,0,0,0.3,0,0.0
70.28,0,1,0,1,35.23,33.3,86.04,0,2,9,0.19,0,1,0,0,2.11,0,1.0
639.08,2,1,1,0,834.64,803.02,2222.77,1,5,6,0.22,0,1,0,0,0.8,0,0.0
588.41,8,1,2,0,986.48,943.69,1903.56,1,4,2,0.39,0,0,0,0,0.62,0,0.0
1393.23,20,1,0,0,1887.8,2037.95,2570.13,2,1,5,0.18,0,0,0,0,0.68,0,0.0
41.66,22,2,0,0,195.66,203.08,406.09,1,4,4,0.41,1,0,0,0,0.21,0,0.0
59.46,22,2,1,0,133.54,136.15,207.86,0,2,0,0.42,0,0,0,0,0.44,0,0.0
1272.6,19,1,0,0,2240.05,2310.5,3850.92,0,1,1,0.17,0,0,0,0,0.55,0,0.0
127.16,17,2,1,1,70.78,75.9,101.49,1,2,1,0.15,0,0,0,0,1.68,1,0.0
968.56,9,1,1,0,4803.4,4633.01,6388.99,0,1,12,0.21,1,0,0,0,0.21,0,0.0
374.48,22,0,0,0,446.72,438.42,567.36,0,3,0,0.39,0,0,0,0,0.85,0,0.0
764.06,12,2,0,0,520.16,550.16,1016.13,1,4,8,0.26,0,0,0,0,1.39,0,0.0
2200.68,20,0,2,0,2504.47,2352.17,7162.72,0,3,2,0.29,0,0,0,0,0.94,0,0.0
41.66,3,2,1,1,58.34,63.18,72.7,0,5,1,0.18,0,1,0,0,0.66,0,0.0
2159.49,20,1,1,0,1831.81,1736.12,4393.64,0,3,2,0.32,0,0,0,0,1.24,0,0.0
437.77,3,1,0,0,470.31,432.03,1324.02,1,3,1,0.23,0,1,0,0,1.01,0,0.0
182.88,15,1,0,0,205.29,189.52,327.32,0,3,3,0.28,0,0,0,0,0.96,0,0.0
404.21,13,0,1,0,177.27,195.99,248.43,0,1,3,0.36,0,0,0,0,2.06,1,0.0
686.5,0,1,0,0,711.62,763.43,1341.83,0,0,1,0.27,0,1,0,0,0.9,0,0.0
2498.88,0,0,0,1,1981.51,2104.67,2485.43,2,4,7,0.59,0,1,0,0,1.19,1,0.0
509.52,6,2,2,0,428.8,466.76,515.95,0,1,10,0.12,0,0,0,0,1.09,0,0.0
302.06,19,0,2,0,594.23,643.21,820.26,0,1,5,0.12,0,0,0,0,0.47,0,0.0
2761.58,9,0,2,0,5339.41,5752.6,7471.93,0,2,2,0.38,0,0,0,0,0.48,0,0.0
828.53,20,1,2,0,78.8,76.42,113.38,1,5,17,0.54,0,0,0,1,10.84,1,1.0
2103.23,22,1,1,0,405.98,408.22,1004.07,0,3,1,0.04,0,0,0,0,5.15,1,0.0
316.55,20,2,2,0,481.41,457.36,855.75,2,2,0,0.32,0,0,0,0,0.69,0,0.0
426.43,2,1,1,0,145.84,149.14,383.55,0,2,15,0.17,0,1,0,0,2.86,1,0.0
258.55,15,2,0,0,344.24,317.49,896.55,0,1,6,0.33,0,0,0,0,0.81,0,0.0
540.32,1,2,0,1,827.69,841.35,2141.65,1,2,7,0.21,0,1,0,0,0.64,0,0.0
36.54,7,1,0,1,53.67,56.72,108.74,0,0,1,0.25,0,0,0,0,0.64,0,1.0
2622.92,17,0,2,0,1342.38,1451.73,2378.82,0,4,4,0.04,0,0,0,0,1.81,1,0.0
226.0,15,2,0,0,161.16,165.8,258.19,2,5,2,0.28,0,0,0,0,1.36,0,0.0
594.22,21,0,2,0,620.09,662.03,888.19,0,5,27,0.17,0,0,0,0,0.9,0,0.0
353.81,8,0,2,0,191.36,195.43,433.36,0,2,14,0.12,0,0,0,0,1.81,0,0.0
455.77,21,0,2,0,532.84,500.85,1098.84,0,3,2,0.46,0,0,0,0,0.91,0,0.0
65.37,5,1,1,0,46.92,45.98,125.32,0,1,2,0.41,0,1,0,0,1.42,0,0.0
423.42,21,2,1,1,879.78,825.79,1771.55,0,8,3,0.45,0,0,0,0,0.51,0,0.0
332.73,19,0,1,0,645.1,614.6,788.35,1,2,2,0.17,0,0,0,0,0.54,0,0.0
4059.18,20,0,1,0,6609.23,6317.86,12634.8,0,2,8,0.3,0,0,0,0,0.64,0,0.0
45.71,16,1,2,1,78.98,72.26,95.07,1,2,0,0.46,0,0,0,0,0.63,0,0.0
197.45,18,2,0,0,217.64,225.87,630.1,0,1,1,0.16,0,0,0,0,0.87,0,0.0
135.76,4,0,1,0,91.55,87.13,263.35,1,5,3,0.07,0,1,0,0,1.56,0,0.0
197.59,10,1,2,0,122.7,119.83,346.51,0,2,0,0.12,0,0,0,0,1.65,0,0.0
1306.83,17,1,1,0,2211.28,2435.06,4443.1,0,0,0,0.21,0,0,0,0,0.54,0,0.0
228.01,3,0,2,0,82.03,88.14,196.84,0,1,8,0.09,0,1,0,0,2.59,1,0.0
1041.85,17,1,0,0,874.11,912.14,1467.41,0,1,1,0.19,0,0,0,0,1.14,0,0.0
179.92,10,1,0,0,197.39,188.1,455.36,1,1,5,0.33,0,0,0,0,0.96,0,0.0
444.95,0,0,2,0,1156.04,1141.41,3273.96,0,1,8,0.25,0,1,0,0,0.39,0,0.0
192.92,9,0,0,0,334.11,337.33,528.43,0,3,0,0.63,0,0,0,0,0.57,0,0.0
478.71,0,1,1,0,293.47,300.87,389.86,0,2,5,0.21,0,1,0,0,1.59,1,0.0
602.08,2,1,2,0,1598.52,1457.76,4778.31,2,5,0,0.27,0,1,0,0,0.41,0,0.0
87.22,9,1,1,0,121.68,117.15,313.28,0,2,1,0.25,0,0,0,0,0.74,0,0.0
117.34,2,1,0,0,232.81,232.42,294.21,2,1,2,0.3,0,1,0,0,0.5,0,0.0
46.8,20,0,0,0,49.15,48.19,112.53,2,0,0,0.08,0,0,0,0,0.97,0,0.0
426.22,18,0,2,0,494.17,462.67,1172.38,0,2,1,0.09,0,0,0,0,0.92,0,0.0
631.68,14,1,2,0,1168.11,1220.87,2344.95,1,3,11,0.29,0,0,0,0,0.52,0,0.0
2664.48,3,2,0,0,4037.29,4077.55,5541.07,0,5,0,0.01,0,1,0,0,0.65,0,0.0
39.8,8,1,1,1,87.15,83.32,206.23,0,3,8,0.08,0,0,0,0,0.48,0,0.0
3041.32,19,2,2,0,6142.01,5639.93,13139.59,0,4,2,0.43,0,0,0,0,0.54,0,0.0
345.56,10,2,1,1,358.43,351.62,718.13,0,2,1,0.28,0,0,0,0,0.98,0,0.0
613.85,16,2,0,0,1415.22,1302.36,2075.41,2,5,3,0.29,0,0,0,0,0.47,0,0.0
207.66,9,1,0,0,209.04,195.79,280.78,1,3,15,0.36,0,0,0,0,1.06,0,0.0
1194.31,22,2,2,0,1221.62,1271.06,1975.24,0,2,5,0.07,0,0,0,0,0.94,0,0.0
393.19,14,0,0,0,636.73,599.13,1640.64,0,1,0,0.19,0,0,0,0,0.66,0,0.0
1260.85,16,1,1,0,2726.67,2509.4,6591.86,0,6,5,0.3,0,0,0,0,0.5,0,0.0
1092.47,10,2,0,0,5610.43,5490.68,7321.94,0,2,1,0.19,0,0,0,0,0.2,0,0.0
678.36,17,1,2,0,1571.94,1694.93,4327.65,1,6,0,0.13,0,0,0,0,0.4,0,0.0
202.9,19,2,1,0,211.7,204.5,368.24,1,3,6,0.29,0,0,0,0,0.99,0,0.0
386.54,15,1,0,0,613.18,569.87,1735.84,1,0,1,0.21,0,0,0,0,0.68,0,0.0
3900.56,2,0,2,0,4033.49,4432.98,9644.65,1,3,0,0.58,0,1,0,0,0.88,0,0.0
1350.27,11,0,0,0,1542.35,1637.82,2622.2,0,2,3,0.27,0,0,0,0,0.82,0,0.0
3101.66,13,1,1,0,8522.67,7871.07,25540.97,0,2,0,0.65,0,0,0,0,0.39,0,0.0
676.07,8,0,0,0,1615.45,1497.01,2795.17,0,2,11,0.02,0,0,0,0,0.45,0,0.0
1051.1,16,1,2,0,1062.53,1056.98,2904.08,0,4,14,0.23,0,0,0,0,0.99,0,0.0
234.15,11,2,0,1,597.55,555.74,1728.7,0,5,4,0.16,0,0,0,0,0.42,0,0.0
544.59,12,0,0,1,652.78,645.56,1031.08,0,1,3,0.09,0,0,0,0,0.84,0,0.0
1440.84,23,1,2,0,1624.7,1704.0,4842.08,1,2,3,0.43,0,1,0,0,0.85,0,0.0
437.48,7,0,0,1,314.44,325.39,786.57,0,5,1,0.43,0,0,0,0,1.34,0,1.0
573.29,17,1,1,0,854.48,884.7,2312.29,0,3,2,0.11,0,0,0,0,0.65,0,0.0
206.66,13,1,2,0,151.47,154.46,352.41,0,1,0,0.2,0,0,0,0,1.34,0,0.0
500.26,8,1,0,1,725.91,736.8,1354.82,3,3,1,0.12,0,0,0,0,0.68,0,0.0
1073.85,15,2,0,1,1522.76,1505.46,2668.95,1,3,2,0.14,0,0,0,0,0.71,0,0.0
58.33,5,0,1,1,56.37,62.44,112.15,1,1,14,0.2,0,1,0,0,0.93,0,0.0
299.65,10,0,2,0,162.14,169.55,250.57,0,4,2,0.32,0,0,0,0,1.77,1,0.0
267.2,3,0,2,0,230.8,240.35,540.76,1,3,2,0.56,0,1,0,0,1.11,0,0.0
54.73,5,0,2,0,134.43,133.76,226.56,0,2,1,0.13,0,1,0,0,0.41,0,0.0
701.0,10,0,2,1,3406.63,3330.27,5910.14,0,1,3,0.37,0,0,0,0,0.21,0,0.0
118.45,22,2,0,0,140.54,133.54,341.33,1,6,16,0.12,0,0,0,0,0.89,0,0.0
235.88,5,0,0,0,378.31,344.55,707.55,0,2,0,0.45,0,1,0,0,0.68,0,0.0
220.44,21,1,1,0,307.28,308.11,629.98,0,7,3,0.18,0,0,0,0,0.72,0,0.0
419.52,20,0,1,0,230.68,229.75,518.53,1,2,0,0.42,0,0,0,0,1.83,0,0.0
606.35,23,2,2,0,1156.5,1114.07,3019.59,0,3,7,0.23,0,1,0,0,0.54,0,0.0
312.55,21,2,1,0,162.54,167.2,451.22,0,1,0,0.03,0,0,0,0,1.87,0,0.0
619.43,18,0,2,0,443.83,482.52,1254.61,0,3,3,0.06,0,0,0,0,1.28,0,0.0
307.44,12,2,0,0,405.25,423.9,567.13,1,5,8,0.41,0,0,0,0,0.73,0,0.0
958.98,19,2,0,0,543.68,549.88,689.11,0,3,0,0.02,0,0,0,0,1.74,1,0.0
256.3,20,0,1,0,163.23,158.96,408.69,0,3,0,0.34,0,0,0,0,1.61,0,0.0
905.15,9,2,0,0,1077.95,1188.6,2581.89,0,1,9,0.18,0,0,0,0,0.76,0,0.0
151.53,9,0,1,0,184.42,199.02,221.59,0,4,6,0.5,0,0,0,0,0.76,0,0.0
348.93,19,0,2,0,456.75,485.46,1285.2,0,2,4,0.05,0,0,0,0,0.72,0,0.0
927.82,11,2,2,1,550.72,534.14,774.1,0,5,1,0.57,0,0,0,0,1.74,1,0.0
31.54,14,1,2,0,29.59,29.13,59.87,0,3,1,0.25,0,0,0,0,1.08,0,0.0
117.79,19,0,0,0,102.54,97.01,258.12,2,2,3,0.36,0,0,0,0,1.21,0,0.0
182.35,5,2,1,0,579.53,527.54,1718.37,0,2,3,0.36,0,1,0,0,0.35,0,0.0
1215.65,22,0,2,0,1025.01,998.88,2344.5,1,3,2,0.15,0,0,0,0,1.22,0,0.0
688.42,14,1,1,0,1020.67,1131.2,2633.86,0,3,1,0.58,0,0,0,0,0.61,0,0.0
106.37,12,2,0,0,138.57,127.11,243.33,1,1,0,0.25,0,0,0,0,0.84,0,0.0
278.26,6,0,0,0,187.64,184.61,275.94,0,6,3,0.09,0,0,0,0,1.51,1,0.0
843.03,15,1,0,0,1321.59,1371.27,2944.48,0,0,0,0.26,0,0,0,0,0.61,0,0.0
149.84,2,2,0,1,220.73,213.51,268.85,2,1,5,0.47,0,1,0,0,0.7,0,0.0
2340.74,21,2,0,0,4489.77,4567.35,11122.15,1,4,8,0.02,0,0,0,0,0.51,0,0.0
225.95,11,1,2,0,339.85,331.29,918.21,0,1,1,0.18,0,0,0,0,0.68,0,0.0
78.1,12,0,1,1,96.98,98.1,126.62,0,1,9,0.57,0,0,0,0,0.8,0,0.0
444.28,16,1,0,0,1201.59,1117.79,1883.57,0,3,1,0.3,0,0,0,0,0.4,0,0.0
205.66,20,1,1,0,301.18,278.92,845.27,0,2,3,0.16,0,0,0,0,0.74,0,0.0
481.11,22,2,1,0,375.53,393.61,525.29,1,1,3,0.35,0,0,0,0,1.22,0,0.0
1440.65,10,0,1,0,1501.87,1629.61,1869.27,3,4,10,0.12,0,0,0,0,0.88,0,0.0
392.19,22,0,1,1,439.89,458.18,531.58,0,3,8,0.21,0,0,0,0,0.86,0,0.0
143.07,0,2,2,0,142.13,148.0,337.65,1,2,20,0.3,0,1,0,0,0.97,0,0.0
619.83,18,0,2,1,390.45,391.02,757.92,1,0,3,0.2,0,0,0,0,1.59,0,0.0
1319.08,11,0,0,0,1318.89,1270.98,3308.72,1,0,4,0.19,0,0,0,0,1.04,0,0.0
571.58,13,1,1,0,1083.23,1172.05,1612.47,0,5,0,0.3,0,0,0,0,0.49,0,0.0
752.99,6,1,2,0,586.54,622.4,1198.27,0,4,3,0.09,0,0,0,0,1.21,0,0.0
350.38,21,0,1,0,269.91,280.51,610.16,1,3,0,0.27,0,0,0,0,1.25,0,0.0
260.52,12,2,2,1,352.32,379.29,647.18,0,3,5,0.56,0,0,0,0,0.69,0,0.0
109.24,21,0,2,0,212.49,200.47,540.43,1,3,3,0.13,0,0,0,0,0.54,0,0.0
636.45,1,0,2,0,965.42,951.7,1691.8,3,3,5,0.21,0,1,0,0,0.67,0,0.0
254.28,18,2,0,0,668.1,718.09,1055.9,0,5,1,0.24,0,0,0,0,0.35,0,0.0
528.6,19,2,1,0,327.93,319.79,466.3,0,3,5,0.15,0,0,0,0,1.65,1,0.0
320.78,7,2,2,0,253.27,264.99,347.23,0,1,0,0.29,0,0,0,0,1.21,0,0.0
240.86,20,1,2,1,56.46,57.14,77.02,0,2,1,0.47,0,0,0,0,4.21,1,0.0
132.33,4,2,0,0,234.71,232.71,320.41,0,4,1,0.18,0,1,0,0,0.57,0,0.0
565.32,0,2,0,0,910.64,871.11,1689.31,0,0,1,0.14,0,1,0,0,0.65,0,0.0
1231.21,3,1,2,0,635.43,690.8,1326.96,1,6,0,0.39,0,1,0,0,1.78,0,0.0
2692.67,19,1,1,0,3146.69,2883.85,7380.55,0,5,1,0.39,0,0,0,0,0.93,0,0.0
12.41,23,1,0,0,14.97,16.39,38.57,0,4,5,0.42,0,1,0,0,0.76,0,0.0
112.47,15,0,1,1,103.57,109.83,128.45,0,3,18,0.39,1,0,0,0,1.02,0,0.0
1193.59,18,0,2,1,780.13,762.85,1127.08,2,7,0,0.18,0,0,0,0,1.56,1,0.0
698.52,13,2,0,0,1000.89,979.69,1280.12,0,4,0,0.43,0,0,0,0,0.71,0,0.0
79.1,22,1,0,0,99.63,105.86,173.71,2,3,11,0.25,0,0,0,0,0.75,0,0.0
438.86,3,2,2,0,320.36,298.12,922.38,1,0,0,0.16,0,1,0,0,1.47,0,0.0
10847.99,12,1,1,1,17078.26,17749.7,51100.27,0,1,4,0.31,0,0,0,0,0.61,0,0.0
3355.67,21,1,2,0,5448.33,5065.33,9354.05,2,1,1,0.51,0,0,0,0,0.66,0,0.0
107.77,4,1,2,0,81.89,74.99,203.1,2,4,2,0.04,0,1,0,0,1.44,0,0.0
336.01,1,2,0,1,157.78,169.35,282.52,0,2,4,0.1,0,1,0,0,1.98,1,0.0
878.89,4,2,2,0,741.61,780.94,1112.58,0,3,3,0.19,0,1,0,0,1.13,0,0.0
470.76,22,1,1,0,752.67,809.39,2246.67,1,2,0,0.19,0,0,0,0,0.58,0,0.0
1678.65,20,2,2,0,3486.38,3721.28,8893.01,0,3,3,0.25,0,0,0,0,0.45,0,0.0
386.27,20,1,2,0,435.67,409.79,574.2,1,2,6,0.38,0,0,0,0,0.94,0,0.0
866.78,10,1,1,1,1393.0,1388.88,1715.9,0,3,5,0.22,0,0,0,0,0.62,0,0.0
410.77,6,0,0,0,383.16,419.48,749.67,0,5,2,0.34,0,0,0,0,0.98,0,0.0
80.37,19,1,2,0,25.99,28.34,33.77,1,3,16,0.11,0,0,0,0,2.84,1,0.0
245.29,11,2,0,0,651.35,687.42,925.76,0,2,5,0.27,0,0,0,0,0.36,0,0.0
286.85,2,1,1,0,216.88,208.96,278.7,0,3,0,0.08,0,1,0,0,1.37,1,0.0
123.59,9,0,2,0,50.96,55.53,141.78,0,2,10,0.35,0,0,0,0,2.23,0,0.0
1239.19,1,0,0,0,5348.86,4910.03,13665.38,1,4,2,0.44,0,1,0,0,0.25,0,0.0
158.81,16,1,1,1,121.22,113.02,353.67,0,3,0,0.26,0,0,0,0,1.41,0,0.0
2392.67,2,2,1,0,1665.75,1589.26,4279.82,0,3,2,0.37,0,1,0,0,1.51,0,0.0
214.59,12,0,1,0,542.62,568.96,1068.55,0,2,2,0.2,0,0,0,0,0.38,0,0.0
2591.32,21,1,0,0,1605.83,1704.63,1977.36,3,1,4,0.22,0,0,0,0,1.52,1,0.0
1059.58,20,1,0,1,1287.41,1220.79,3594.46,1,1,4,0.1,0,0,0,0,0.87,0,0.0
523.75,22,1,1,0,334.84,354.52,600.38,1,2,1,0.36,0,0,0,0,1.48,0,0.0
48.02,14,2,1,0,124.49,118.36,165.87,0,1,16,0.07,0,0,0,0,0.41,0,0.0
71.99,21,2,0,1,49.87,51.18,61.27,2,0,4,0.2,0,0,0,0,1.41,1,0.0
1637.17,17,0,0,0,3040.85,3132.15,5481.48,0,0,2,0.12,0,0,0,0,0.52,0,0.0
303.73,6,2,1,1,672.12,705.69,879.19,2,4,3,0.17,0,0,0,1,0.43,0,0.0
400.03,18,2,2,0,357.83,345.21,771.24,1,1,1,0.49,0,0,0,0,1.16,0,0.0
74.53,8,0,0,0,29.59,32.53,39.65,1,3,8,0.31,0,0,0,0,2.29,1,0.0
2243.4,15,2,2,0,1377.98,1278.28,4018.13,0,0,15,0.34,0,0,0,0,1.76,0,0.0
569.09,17,1,2,0,845.53,832.72,1491.8,3,3,3,0.12,0,0,0,0,0.68,0,0.0
132.61,15,2,0,0,64.48,61.44,185.17,0,2,2,0.22,0,0,0,0,2.16,0,0.0
138.06,10,1,2,0,144.66,138.93,246.25,0,2,3,0.13,0,0,0,0,0.99,0,0.0
311.46,22,2,1,1,248.77,253.8,518.05,3,3,7,0.33,0,0,0,0,1.23,0,0.0
669.05,23,2,0,0,1503.11,1421.46,3232.39,0,2,8,0.15,0,1,0,0,0.47,0,0.0
382.63,8,2,2,0,459.46,466.53,712.05,0,3,1,0.52,0,0,0,0,0.82,0,0.0
287.21,4,0,1,0,490.69,495.87,1327.63,1,0,3,0.28,0,1,0,0,0.58,0,0.0
52.43,5,2,2,1,56.81,61.93,83.75,0,3,1,0.3,0,1,0,0,0.85,0,0.0
571.17,17,0,1,0,1186.13,1197.62,3091.5,0,4,2,0.57,0,0,0,0,0.48,0,0.0
22.55,19,1,0,0,10.24,10.0,13.19,0,5,8,0.27,0,0,0,1,2.25,1,0.0
594.71,0,2,1,0,337.36,347.52,827.9,1,1,2,0.38,0,1,0,0,1.71,0,0.0
446.64,21,0,1,0,724.59,659.18,1705.39,2,2,3,0.4,0,0,0,0,0.68,0,0.0
